scene_name;scene_id;scene_ver;cntrl_tag;inner_x;inner_y;level_name;class_name;(Inverted) Integrated Intensity Layer 1;Rel. Border Length;Sphericity;Mean Layer 1;Mean Layer 2;Mean Layer 3;Min. pixel value Layer 1;Max. pixel value Layer 1;Range Layer 1;Standard deviation Layer 1;Standard deviation Layer 2;Standard deviation Layer 3;HSI Transformation Hue(R='Layer 1' G='Layer 2' B='Layer 3');HSI Transformation Saturation(R=Layer 1 G=Layer 2 B=Layer 3);Area (Pxl);Border length (Pxl);Length/Width;Border index;Elliptic Fit;Roundness;Shape index;GLCM Homogeneity (quick 8/11) Layer 1 (0°);GLCM Homogeneity (quick 8/11) Layer 2 (0°);GLCM Homogeneity (quick 8/11) Layer 3 (0°);GLCM Homogeneity (quick 8/11) Layer 1 (45°);GLCM Homogeneity (quick 8/11) Layer 2 (45°);GLCM Homogeneity (quick 8/11) Layer 3 (45°);GLCM Homogeneity (quick 8/11) Layer 1 (90°);GLCM Homogeneity (quick 8/11) Layer 2 (90°);GLCM Homogeneity (quick 8/11) Layer 3 (90°);GLCM Homogeneity (quick 8/11) Layer 1 (135°);GLCM Homogeneity (quick 8/11) Layer 2 (135°);GLCM Homogeneity (quick 8/11) Layer 3 (135°);X Center (Pxl);Y Center (Pxl)
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1287;1767;Cell Level (250x250ROI);Nucleus DAB+;74694;0.1814159292;0.58967078215;172.37389381;148.53761062;127.0210177;147;206;59;13.509977626;14.115779207;16.929336501;0.079071034253;0.2631075687;904;164;1.4016609549;1.3225806452;0.83407079646;0.43160805125;1.3636397157;0.2297167182;0.2242924571;0.19455468655;0.23053361475;0.23672796786;0.17338970304;0.25852039456;0.24846793711;0.18941231072;0.17575268447;0.15078353882;0.14124409854;1280.2267699;134.0619469
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;527;1505;Cell Level (250x250ROI);Nucleus DAB+;376346;0.092935804459;0.55956223822;153.91324201;122.3626108;99.473005641;121;226;105;18.264750806;23.729927268;34.177807007;0.070075636098;0.35370729417;3723;346;1.2308645802;1.406504065;0.82326081117;0.4320892694;1.4176518513;0.25798928738;0.27656275034;0.20217174292;0.19270068407;0.19435638189;0.14129066467;0.27643924952;0.2839307487;0.20468018949;0.23720894754;0.26172143221;0.17755033076;537.15699705;372.73636852
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1155;52;Cell Level (250x250ROI);Nucleus DAB+;151881;0.14727540501;0.56878175891;143.15832106;112.37334315;94.337997054;110;176;66;9.7430523931;15.98198809;28.006098896;0.061570484781;0.34102330653;1358;200;1.4857142857;1.3157894737;0.85861561119;0.34099396921;1.3568133853;0.29351109266;0.23556537926;0.16596671939;0.23343995214;0.23890078068;0.16626261175;0.29925826192;0.28792625666;0.19127832353;0.24739916623;0.20202836394;0.11954980344;1164.0810015;1850.6605302
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1128;125;Cell Level (250x250ROI);Nucleus DAB+;527830;0.088242667335;0.48348980765;122.67861619;80.819002256;53.952118325;69;189;120;22.546717528;28.039211342;33.031787506;0.065154112712;0.56021578985;3989;352;1.1714285714;1.375;0.83855602908;0.5058121708;1.3933193035;0.27299016714;0.297016114;0.21753257513;0.1786672473;0.18117557466;0.14326235652;0.24518559873;0.25232741237;0.19498255849;0.21505151689;0.2318597436;0.16288137436;1132.1670845;1755.1670845
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1414;34;Cell Level (250x250ROI);Nucleus DAB+;153767;0.14248366013;0.59012460253;154.49869281;135.81895425;122.88039216;125;193;68;11.035666994;16.919124236;28.110323177;0.068201863183;0.20465092667;1530;218;1.3656907938;1.3625;0.84705882353;0.35670773747;1.3933197297;0.29427793622;0.30006608367;0.20689724386;0.24907031655;0.22557985783;0.13988359272;0.27262997627;0.24658770859;0.16419653594;0.22030046582;0.21197296679;0.1302831471;1409.2522876;1861.7614379
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;522;236;Cell Level (250x250ROI);Nucleus DAB+;120777;0.16724738676;0.49523863958;149.79355401;121.27003484;111.26045296;117;205;88;15.616429979;21.681136513;31.518468738;0.043294300268;0.25724138332;1148;192;1.4722222222;1.3714285714;0.66724738676;0.65057799221;1.4166752066;0.23437926173;0.2200101316;0.1739924252;0.19351957738;0.15986147523;0.13939800858;0.25562164187;0.26381659508;0.17603759468;0.19027554989;0.18854103982;0.13984175026;543.27961672;1669.3797909
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;391;277;Cell Level (250x250ROI);Nucleus DAB+;227763;0.12487992315;0.5509911279;145.6037464;125.77665706;112.40730067;111;204;93;17.05452761;22.47294398;30.959492988;0.067122428802;0.2279917004;2082;260;1.6213528812;1.3684210526;0.85975024015;0.50364208244;1.4245345735;0.23831281066;0.23209021986;0.16899266839;0.19783715904;0.19489361346;0.12529583275;0.26623180509;0.24923096597;0.17777439952;0.17162261903;0.16893616319;0.13590991497;380.85350624;1612.3808838
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1021;737;Cell Level (250x250ROI);Nucleus DAB+;128975;0.16833333333;0.51821489678;147.52083333;110.0675;87.638333333;119;195;76;14.982252811;18.804643321;25.343030545;0.06242549066;0.40592571671;1200;202;1.6263903103;1.3835616438;0.795;0.52342783892;1.4578094297;0.23828327656;0.23509316146;0.18161769211;0.21118928492;0.19566932321;0.1487698853;0.20310869813;0.18064011633;0.14206668735;0.14757072926;0.14041289687;0.11004862934;1006.3341667;1155.3208333
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;928;842;Cell Level (250x250ROI);Nucleus DAB+;101408;0.15084294587;0.71383073968;165.01952085;145.02129547;131.85714286;132;217;85;16.760528761;17.984255386;22.792493978;0.066160075632;0.2009603338;1127;170;1.3635783149;1.231884058;0.88819875776;0.20624567088;1.2659803711;0.22093951702;0.20508490503;0.15311145782;0.15888765454;0.15717950463;0.1088398397;0.22307953238;0.20282816887;0.16305062175;0.18639555573;0.18053719401;0.14102041721;937.99955634;1060.5230701
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;82;1172;Cell Level (250x250ROI);Nucleus DAB+;198421;0.1277719113;0.43266773979;150.23706441;124.43980993;109.39809926;101;217;116;23.44828003;42.843251039;61.320043601;0.061386270885;0.2718301593;1894;242;1.3541421194;1.3595505618;0.75818373812;0.58804064176;1.390161918;0.2357455641;0.22218973935;0.16635817289;0.20268395543;0.20981940627;0.17170059681;0.24955879152;0.25685250759;0.20410101116;0.18066577613;0.16229994595;0.12142084539;93.44720169;721.40549102
